seqname	start	end	strand	ENSID	gene_id	gene_name	hgnc_id	havana_gene
chr7	92468380	92477986	-	ENSG00000242950.7	ENSG00000242950.7	ERVW-1	HGNC:13525	OTTHUMG00000131249.3
chr7	92487020	92528520	-	ENSG00000127980.16	ENSG00000127980.16	PEX1	HGNC:8850	OTTHUMG00000023926.7
chr7	92528773	92540481	+	ENSG00000127993.16	ENSG00000127993.16	RBM48	HGNC:21785	OTTHUMG00000159535.4
chr7	92560758	92590393	-	ENSG00000234545.8	ENSG00000234545.8	FAM133B	HGNC:28629	OTTHUMG00000155863.10
chr7	92604921	92836573	-	ENSG00000105810.10	ENSG00000105810.10	CDK6	HGNC:1777	OTTHUMG00000131697.3
chr7	93099513	93118023	-	ENSG00000205413.8	ENSG00000205413.8	SAMD9	HGNC:1348	OTTHUMG00000155809.4
chr7	93130056	93148385	-	ENSG00000177409.12	ENSG00000177409.12	SAMD9L	HGNC:1349	OTTHUMG00000155807.4
chr7	93188534	93226469	-	ENSG00000188175.10	ENSG00000188175.10	HEPACAM2	HGNC:27364	OTTHUMG00000131732.4
chr7	93232340	93361123	+	ENSG00000004766.17	ENSG00000004766.17	VPS50	HGNC:25956	OTTHUMG00000131733.6
chr7	93424486	93574730	-	ENSG00000004948.16	ENSG00000004948.16	CALCR	HGNC:1440	OTTHUMG00000023599.7
chr7	93591573	93911265	+	ENSG00000127928.13	ENSG00000127928.13	GNGT1	HGNC:4411	OTTHUMG00000022908.5
chr7	93885396	93890753	-	ENSG00000105825.14	ENSG00000105825.14	TFPI2	HGNC:11761	OTTHUMG00000022963.5
chr7	93921735	93928610	+	ENSG00000127920.6	ENSG00000127920.6	GNG11	HGNC:4403	OTTHUMG00000023411.5
chr7	93962762	94004382	-	ENSG00000105829.13	ENSG00000105829.13	BET1	HGNC:14562	OTTHUMG00000023487.6
chr7	94394895	94431227	+	ENSG00000164692.19	ENSG00000164692.19	COL1A2	HGNC:2198	OTTHUMG00000148675.3
chr7	94509219	94557019	+	ENSG00000127995.17	ENSG00000127995.17	CASD1	HGNC:16014	OTTHUMG00000023356.6
chr7	94524204	94656572	-	ENSG00000127990.19	ENSG00000127990.19	SGCE	HGNC:10808	OTTHUMG00000022828.19
chr7	94656325	94669695	+	ENSG00000242265.6	ENSG00000242265.6	PEG10	HGNC:14005	OTTHUMG00000155578.5
chr7	94907202	95296415	+	ENSG00000158528.12	ENSG00000158528.12	PPP1R9A	HGNC:14946	OTTHUMG00000155566.4
chr7	95297676	95324532	-	ENSG00000005421.9	ENSG00000005421.9	PON1	HGNC:9204	OTTHUMG00000153894.4
chr7	95359872	95396375	-	ENSG00000105852.11	ENSG00000105852.11	PON3	HGNC:9206	OTTHUMG00000153917.5
chr7	95404862	95435329	-	ENSG00000105854.13	ENSG00000105854.13	PON2	HGNC:9205	OTTHUMG00000153948.9
chr7	95478444	95540233	+	ENSG00000005981.13	ENSG00000005981.13	ASB4	HGNC:16009	OTTHUMG00000153960.8
chr7	95583499	95596516	-	ENSG00000004799.8	ENSG00000004799.8	PDK4	HGNC:8812	OTTHUMG00000153977.3
chr7	95772506	96110322	+	ENSG00000158560.14	ENSG00000158560.14	DYNC1I1	HGNC:2963	OTTHUMG00000153983.6
chr7	96120220	96322147	-	ENSG00000004864.14	ENSG00000004864.14	SLC25A13	HGNC:10983	OTTHUMG00000023074.5
chr7	96481626	96709880	-	ENSG00000127922.10	ENSG00000127922.10	SEM1	HGNC:10845	OTTHUMG00000150680.8
chr7	97005553	97011040	+	ENSG00000006377.11	ENSG00000006377.11	DLX6	HGNC:2919	OTTHUMG00000154201.7
chr7	97020396	97024950	-	ENSG00000105880.7	ENSG00000105880.7	DLX5	HGNC:2918	OTTHUMG00000154200.7
chr7	97117698	97181763	+	ENSG00000196636.8	ENSG00000196636.8	SDHAF3	HGNC:21752	OTTHUMG00000154064.7
chr7	97732084	97740472	+	ENSG00000006128.12	ENSG00000006128.12	TAC1	HGNC:11517	OTTHUMG00000154069.4
chr7	97851677	97872542	-	ENSG00000070669.17	ENSG00000070669.17	ASNS	HGNC:753	OTTHUMG00000022892.14
chr7	97984687	97991169	-	ENSG00000135175.6	ENSG00000135175.6	OCM2	HGNC:34396	OTTHUMG00000154162.3
chr7	98106862	98209638	+	ENSG00000164715.6	ENSG00000164715.6	LMTK2	HGNC:17880	OTTHUMG00000154256.4
chr7	98211439	98215457	+	ENSG00000180535.4	ENSG00000180535.4	BHLHA15	HGNC:22265	OTTHUMG00000154289.2
chr7	98214624	98252232	-	ENSG00000205356.10	ENSG00000205356.10	TECPR1	HGNC:22214	OTTHUMG00000154273.7
chr7	98252379	98310441	+	ENSG00000164713.10	ENSG00000164713.10	BRI3	HGNC:1109	OTTHUMG00000154275.5
chr7	98291650	98401090	-	ENSG00000006453.14	ENSG00000006453.14	BAIAP2L1	HGNC:21649	OTTHUMG00000165117.2
chr7	98617285	98629869	+	ENSG00000106236.4	ENSG00000106236.4	NPTX2	HGNC:7953	OTTHUMG00000154369.2
chr7	98846488	98870771	-	ENSG00000166448.15	ENSG00000166448.15	TMEM130	HGNC:25429	OTTHUMG00000154419.7
chr7	98877933	99050831	+	ENSG00000196367.15	ENSG00000196367.15	TRRAP	HGNC:12347	OTTHUMG00000150403.5
chr7	99027440	99144108	-	ENSG00000198742.10	ENSG00000198742.10	SMURF1	HGNC:16807	OTTHUMG00000150272.3
chr7	99173572	99250075	-	ENSG00000185467.8	ENSG00000185467.8	KPNA7	HGNC:21839	OTTHUMG00000154412.1
chr7	99272839	99311132	+	ENSG00000293560.3	ENSG00000293560.3	MYH16	HGNC:31038	NA
chr7	99325879	99394653	+	ENSG00000284292.1	ENSG00000284292.1	ENSG00000284292	NA	OTTHUMG00000154553.3
chr7	99325898	99366262	+	ENSG00000241685.10	ENSG00000241685.10	ARPC1A	HGNC:703	OTTHUMG00000192204.2
chr7	99374249	99394816	+	ENSG00000130429.16	ENSG00000130429.16	ARPC1B	HGNC:704	OTTHUMG00000154552.34
chr7	99392048	99408597	-	ENSG00000106244.13	ENSG00000106244.13	PDAP1	HGNC:14634	OTTHUMG00000154629.3
chr7	99408641	99419616	+	ENSG00000106245.11	ENSG00000106245.11	BUD31	HGNC:29629	OTTHUMG00000154602.4
chr7	99416739	99466163	-	ENSG00000106246.18	ENSG00000106246.18	PTCD1	HGNC:22198	OTTHUMG00000154600.7
chr7	99419749	99466197	-	ENSG00000248919.7	ENSG00000248919.7	ATP5MF-PTCD1	HGNC:38844	OTTHUMG00000160779.2
chr7	99438922	99457373	+	ENSG00000160917.15	ENSG00000160917.15	CPSF4	HGNC:2327	OTTHUMG00000154599.24
chr7	99448475	99466186	-	ENSG00000241468.8	ENSG00000241468.8	ATP5MF	HGNC:848	OTTHUMG00000154609.7
chr7	99472890	99503650	+	ENSG00000198556.14	ENSG00000198556.14	ZNF789	HGNC:27801	OTTHUMG00000154601.5
chr7	99473877	99504857	-	ENSG00000160908.15	ENSG00000160908.15	ZNF394	HGNC:18832	OTTHUMG00000154660.3
chr7	99504662	99534700	+	ENSG00000196652.12	ENSG00000196652.12	ZKSCAN5	HGNC:12867	OTTHUMG00000156749.1
chr7	99546300	99558536	-	ENSG00000221909.3	ENSG00000221909.3	FAM200A	HGNC:25401	OTTHUMG00000156723.3
chr7	99558406	99576453	+	ENSG00000197343.11	ENSG00000197343.11	ZNF655	HGNC:30899	OTTHUMG00000185968.3
chr7	99558695	99607810	+	ENSG00000272647.3	ENSG00000272647.3	ENSG00000272647	NA	OTTHUMG00000191587.1
chr7	99598267	99611045	+	ENSG00000244219.7	ENSG00000244219.7	TMEM225B	HGNC:53075	OTTHUMG00000156636.3
chr7	99616946	99632408	+	ENSG00000197037.11	ENSG00000197037.11	ZSCAN25	HGNC:21961	OTTHUMG00000074055.7
chr7	99648194	99679996	-	ENSG00000106258.16	ENSG00000106258.16	CYP3A5	HGNC:2638	OTTHUMG00000156724.4
chr7	99684957	99735102	-	ENSG00000282301.4	ENSG00000282301.4	CYP3A7-CYP3A51P	HGNC:51504	NA
chr7	99705036	99735196	-	ENSG00000160870.15	ENSG00000160870.15	CYP3A7	HGNC:2640	OTTHUMG00000156726.3
chr7	99756960	99784248	-	ENSG00000160868.16	ENSG00000160868.16	CYP3A4	HGNC:2637	OTTHUMG00000156651.4
chr7	99828013	99866093	+	ENSG00000021461.18	ENSG00000021461.18	CYP3A43	HGNC:17450	OTTHUMG00000156498.3
chr7	99876062	99877033	-	ENSG00000244623.2	ENSG00000244623.2	OR2AE1	HGNC:15087	OTTHUMG00000156650.1
chr7	99876958	99919531	-	ENSG00000146833.16	ENSG00000146833.16	TRIM4	HGNC:16275	OTTHUMG00000156648.1
chr7	99923266	99929620	-	ENSG00000176402.6	ENSG00000176402.6	GJC3	HGNC:17495	OTTHUMG00000156649.2
chr7	99966720	99976042	-	ENSG00000160862.13	ENSG00000160862.13	AZGP1	HGNC:910	OTTHUMG00000023066.5
chr7	100015572	100041689	+	ENSG00000106261.17	ENSG00000106261.17	ZKSCAN1	HGNC:13101	OTTHUMG00000156534.4
chr7	100049774	100065040	+	ENSG00000166529.16	ENSG00000166529.16	ZSCAN21	HGNC:13104	OTTHUMG00000154583.7
chr7	100064033	100082548	-	ENSG00000166526.19	ENSG00000166526.19	ZNF3	HGNC:13089	OTTHUMG00000154596.77
chr7	100088969	100092187	+	ENSG00000168090.10	ENSG00000168090.10	COPS6	HGNC:21749	OTTHUMG00000154632.9
chr7	100092233	100101940	-	ENSG00000166508.19	ENSG00000166508.19	MCM7	HGNC:6950	OTTHUMG00000154671.10
chr7	100100858	100110345	+	ENSG00000221838.12	ENSG00000221838.12	AP4M1	HGNC:574	OTTHUMG00000154722.108
chr7	100106876	100119841	-	ENSG00000106290.16	ENSG00000106290.16	TAF6	HGNC:11540	OTTHUMG00000154771.12
chr7	100119634	100125508	+	ENSG00000166997.8	ENSG00000166997.8	CNPY4	HGNC:28631	OTTHUMG00000154817.8
chr7	100126785	100128495	+	ENSG00000214309.5	ENSG00000214309.5	MBLAC1	HGNC:22180	OTTHUMG00000154846.6
chr7	100148912	100155944	+	ENSG00000188186.11	ENSG00000188186.11	LAMTOR4	HGNC:33772	OTTHUMG00000154854.8
chr7	100154420	100158723	-	ENSG00000146826.17	ENSG00000146826.17	TRAPPC14	HGNC:25604	OTTHUMG00000154862.7
chr7	100159244	100168617	-	ENSG00000197093.11	ENSG00000197093.11	GAL3ST4	HGNC:24145	OTTHUMG00000154885.6
chr7	100169606	100177381	-	ENSG00000213420.8	ENSG00000213420.8	GPC2	HGNC:4450	OTTHUMG00000154894.5
chr7	100177563	100214387	+	ENSG00000066923.19	ENSG00000066923.19	STAG3	HGNC:11356	OTTHUMG00000155183.16
chr7	100205357	100221488	+	ENSG00000292277.1	ENSG00000292277.1	ENSG00000292277	NA	NA
chr7	100218241	100221490	+	ENSG00000213413.3	ENSG00000213413.3	PVRIG	HGNC:32190	OTTHUMG00000156798.3
chr7	100307702	100322372	+	ENSG00000214300.8	ENSG00000214300.8	SPDYE3	HGNC:35462	OTTHUMG00000155462.3
chr7	100352176	100367831	+	ENSG00000121716.21	ENSG00000121716.21	PILRB	HGNC:18297	OTTHUMG00000155363.11
chr7	100367530	100400096	+	ENSG00000085514.16	ENSG00000085514.16	PILRA	HGNC:20396	OTTHUMG00000155248.7
chr7	100397577	100434107	+	ENSG00000289690.1	ENSG00000289690.1	ENSG00000289690	NA	NA
chr7	100400826	100428992	-	ENSG00000078487.18	ENSG00000078487.18	ZCWPW1	HGNC:23486	OTTHUMG00000159537.2
chr7	100428322	100434126	+	ENSG00000146834.16	ENSG00000146834.16	MEPCE	HGNC:20247	OTTHUMG00000155255.4
chr7	100435282	100436497	-	ENSG00000160813.7	ENSG00000160813.7	PPP1R35	HGNC:28320	OTTHUMG00000159540.3
chr7	100456620	100464260	-	ENSG00000185955.5	ENSG00000185955.5	SPACDR	HGNC:22135	OTTHUMG00000150234.4
chr7	100466519	100479232	-	ENSG00000166925.10	ENSG00000166925.10	TSC22D4	HGNC:21696	OTTHUMG00000150233.3
chr7	100478099	100478170	-	ENSG00000289760.1	ENSG00000289760.1	ENSG00000289760	NA	NA
chr7	100483927	100494802	+	ENSG00000166924.9	ENSG00000166924.9	NYAP1	HGNC:22009	OTTHUMG00000155290.4
chr7	100539203	100568220	+	ENSG00000106351.13	ENSG00000106351.13	AGFG2	HGNC:5177	OTTHUMG00000156029.2
chr7	100572228	100573900	-	ENSG00000205307.12	ENSG00000205307.12	SAP25	HGNC:41908	OTTHUMG00000187472.4
chr7	100574011	100586129	-	ENSG00000077454.17	ENSG00000077454.17	LRCH4	HGNC:6691	OTTHUMG00000159544.3
chr7	100583982	100601117	+	ENSG00000106336.13	ENSG00000106336.13	FBXO24	HGNC:13595	OTTHUMG00000159543.5
chr7	100602363	100608175	+	ENSG00000106333.13	ENSG00000106333.13	PCOLCE	HGNC:8738	OTTHUMG00000156675.2
chr7	100612102	100615384	+	ENSG00000106330.12	ENSG00000106330.12	MOSPD3	HGNC:25078	OTTHUMG00000159599.3
chr7	100620416	100642779	-	ENSG00000106327.13	ENSG00000106327.13	TFR2	HGNC:11762	OTTHUMG00000159598.6
chr7	100643097	100656448	-	ENSG00000077080.10	ENSG00000077080.10	ACTL6B	HGNC:160	OTTHUMG00000159661.4
chr7	100673567	100679174	+	ENSG00000172354.10	ENSG00000172354.10	GNB2	HGNC:4398	OTTHUMG00000137419.6
chr7	100679507	100694250	-	ENSG00000146830.11	ENSG00000146830.11	GIGYF1	HGNC:9126	OTTHUMG00000157036.4
chr7	100706121	100707486	+	ENSG00000172336.5	ENSG00000172336.5	POP7	HGNC:19949	OTTHUMG00000044311.4
chr7	100720468	100723700	+	ENSG00000130427.3	ENSG00000130427.3	EPO	HGNC:3415	OTTHUMG00000152121.2
chr7	100733595	100797797	+	ENSG00000146839.19	ENSG00000146839.19	ZAN	HGNC:12857	OTTHUMG00000157037.6
chr7	100802565	100827523	-	ENSG00000196411.10	ENSG00000196411.10	EPHB4	HGNC:3395	OTTHUMG00000157040.2
chr7	100826820	100867010	+	ENSG00000146828.18	ENSG00000146828.18	SLC12A9	HGNC:17435	OTTHUMG00000156045.4
chr7	100867387	100873454	+	ENSG00000087077.14	ENSG00000087077.14	TRIP6	HGNC:12311	OTTHUMG00000157029.5
chr7	100875103	100888664	+	ENSG00000087087.20	ENSG00000087087.20	SRRT	HGNC:24101	OTTHUMG00000157031.7
chr7	100888721	100889715	-	ENSG00000176125.7	ENSG00000176125.7	UFSP1	HGNC:33821	OTTHUMG00000159662.3
chr7	100889994	100896974	-	ENSG00000087085.16	ENSG00000087085.16	ACHE	HGNC:108	OTTHUMG00000157033.10
chr7	100949534	100968347	+	ENSG00000169894.18	ENSG00000169894.18	MUC3A	HGNC:7513	OTTHUMG00000157038.6
chr7	100969565	101018939	+	ENSG00000205277.10	ENSG00000205277.10	MUC12	HGNC:7510	OTTHUMG00000157042.1
chr7	101020072	101058859	+	ENSG00000169876.14	ENSG00000169876.14	MUC17	HGNC:16800	OTTHUMG00000157030.3
chr7	101085481	101097967	+	ENSG00000169871.13	ENSG00000169871.13	TRIM56	HGNC:19028	OTTHUMG00000157032.4
chr7	101127104	101139247	+	ENSG00000106366.9	ENSG00000106366.9	SERPINE1	HGNC:8583	OTTHUMG00000157107.3
chr7	101154456	101161596	+	ENSG00000106367.15	ENSG00000106367.15	AP1S1	HGNC:559	OTTHUMG00000157103.5
chr7	101162509	101165569	-	ENSG00000128564.8	ENSG00000128564.8	VGF	HGNC:12684	OTTHUMG00000157109.3
chr7	101170496	101180293	-	ENSG00000167011.9	ENSG00000167011.9	NAT16	HGNC:22030	OTTHUMG00000157110.3
chr7	101195007	101201038	-	ENSG00000106384.12	ENSG00000106384.12	MOGAT3	HGNC:23249	OTTHUMG00000023328.5
chr7	101205977	101218420	-	ENSG00000106397.12	ENSG00000106397.12	PLOD3	HGNC:9083	OTTHUMG00000157111.5
chr7	101218165	101224190	+	ENSG00000106400.12	ENSG00000106400.12	ZNHIT1	HGNC:21688	OTTHUMG00000157113.2
chr7	101232092	101238820	-	ENSG00000106404.14	ENSG00000106404.14	CLDN15	HGNC:2036	OTTHUMG00000150512.4
chr7	101239458	101252316	-	ENSG00000214253.9	ENSG00000214253.9	FIS1	HGNC:21689	OTTHUMG00000157106.4
chr7	101310914	101321823	-	ENSG00000128581.17	ENSG00000128581.17	IFT22	HGNC:21895	OTTHUMG00000157136.4
chr7	101362875	101559024	+	ENSG00000160963.14	ENSG00000160963.14	COL26A1	HGNC:18038	OTTHUMG00000150033.6
chr7	101613330	101629296	-	ENSG00000106436.8	ENSG00000106436.8	MYL10	HGNC:29825	OTTHUMG00000157137.4
chr7	101815904	102283958	+	ENSG00000257923.12	ENSG00000257923.12	CUX1	HGNC:2557	OTTHUMG00000157129.14
chr7	102285091	102321711	+	ENSG00000160999.11	ENSG00000160999.11	SH2B2	HGNC:17381	OTTHUMG00000150652.7
chr7	102345746	102356444	-	ENSG00000260097.3	ENSG00000260097.3	SPDYE6	HGNC:35465	OTTHUMG00000157126.4
chr7	102363872	102426676	+	ENSG00000128563.13	ENSG00000128563.13	PRKRIP1	HGNC:21894	OTTHUMG00000157717.1
chr7	102433106	102456825	+	ENSG00000160991.17	ENSG00000160991.17	ORAI2	HGNC:21667	OTTHUMG00000157722.4
chr7	102456238	102464863	-	ENSG00000160993.4	ENSG00000160993.4	ALKBH4	HGNC:21900	OTTHUMG00000157720.2
chr7	102464956	102473168	+	ENSG00000161036.13	ENSG00000161036.13	LRWD1	HGNC:21769	OTTHUMG00000157718.17
chr7	102473128	102478922	-	ENSG00000005075.16	ENSG00000005075.16	POLR2J	HGNC:9197	OTTHUMG00000150387.1
chr7	102479976	102517777	-	ENSG00000170667.16	ENSG00000170667.16	RASA4B	HGNC:35202	OTTHUMG00000022944.11
chr7	102537918	102572653	-	ENSG00000168255.20	ENSG00000168255.20	POLR2J3	HGNC:33853	OTTHUMG00000150384.11
chr7	102537919	102543696	-	ENSG00000284981.2	ENSG00000284981.2	UPK3BL2	HGNC:53444	OTTHUMG00000192388.1
chr7	102541501	102592444	-	ENSG00000270249.2	ENSG00000270249.2	ENSG00000270249	NA	OTTHUMG00000185154.4
chr7	102551226	102563538	+	ENSG00000205238.12	ENSG00000205238.12	SPDYE2	HGNC:33841	OTTHUMG00000150385.3
chr7	102562133	102572583	-	ENSG00000285437.2	ENSG00000285437.2	POLR2J3	HGNC:33853	OTTHUMG00000192387.1
chr7	102579646	102616756	-	ENSG00000105808.19	ENSG00000105808.19	RASA4	HGNC:23181	OTTHUMG00000150383.6
chr7	102582523	102642869	-	ENSG00000205236.6	ENSG00000205236.6	ENSG00000205236	NA	OTTHUMG00000180800.1
chr7	102637025	102642791	-	ENSG00000267368.1	ENSG00000267368.1	UPK3BL1	HGNC:37278	OTTHUMG00000165036.2
chr7	102637049	102671641	-	ENSG00000267645.5	ENSG00000267645.5	POLR2J2-UPK3BL1	NA	OTTHUMG00000180801.1
chr7	102650319	102662625	+	ENSG00000173678.15	ENSG00000173678.15	SPDYE2B	HGNC:48334	OTTHUMG00000158393.3
chr7	102665368	102671663	-	ENSG00000228049.8	ENSG00000228049.8	POLR2J2	HGNC:23208	OTTHUMG00000150388.6
chr7	102748971	102809225	+	ENSG00000222011.9	ENSG00000222011.9	FAM185A	HGNC:22412	OTTHUMG00000154140.4
chr7	102811189	103074839	-	ENSG00000161040.19	ENSG00000161040.19	FBXL13	HGNC:21658	OTTHUMG00000157224.3
chr7	102913000	102945111	+	ENSG00000128606.13	ENSG00000128606.13	LRRC17	HGNC:16895	OTTHUMG00000157210.4
chr7	103074881	103099759	+	ENSG00000170632.14	ENSG00000170632.14	ARMC10	HGNC:21706	OTTHUMG00000157201.4
chr7	103099776	103149560	-	ENSG00000161048.12	ENSG00000161048.12	NAPEPLD	HGNC:21683	OTTHUMG00000157204.2
chr7	103297407	103331818	+	ENSG00000105819.15	ENSG00000105819.15	PMPCB	HGNC:9119	OTTHUMG00000157205.2
chr7	103312289	103344830	-	ENSG00000105821.15	ENSG00000105821.15	DNAJC2	HGNC:13192	OTTHUMG00000157202.4
chr7	103328570	103370346	+	ENSG00000161057.13	ENSG00000161057.13	PSMC2	HGNC:9548	OTTHUMG00000157206.4
chr7	103352730	103446207	-	ENSG00000170615.16	ENSG00000170615.16	SLC26A5	HGNC:9359	OTTHUMG00000149911.3
chr7	103471381	103989658	-	ENSG00000189056.15	ENSG00000189056.15	RELN	HGNC:9957	OTTHUMG00000157247.2
chr7	104126341	104208047	-	ENSG00000164815.11	ENSG00000164815.11	ORC5	HGNC:8491	OTTHUMG00000157275.2
chr7	104328603	104908561	+	ENSG00000187416.13	ENSG00000187416.13	LHFPL3	HGNC:6589	OTTHUMG00000157273.3
chr7	104940943	105115019	+	ENSG00000005483.23	ENSG00000005483.23	KMT2E	HGNC:18541	OTTHUMG00000157277.5
chr7	105040848	105040925	+	ENSG00000289360.1	ENSG00000289360.1	ENSG00000289360	NA	NA
chr7	105040858	105040956	+	ENSG00000288914.1	ENSG00000288914.1	ENSG00000288914	NA	NA
chr7	105110704	105399308	-	ENSG00000135250.17	ENSG00000135250.17	SRPK2	HGNC:11306	OTTHUMG00000157405.3
chr7	105439661	105522271	-	ENSG00000091127.14	ENSG00000091127.14	PUS7	HGNC:26033	OTTHUMG00000157399.3
chr7	105532169	105567677	+	ENSG00000135249.8	ENSG00000135249.8	RINT1	HGNC:21876	OTTHUMG00000157400.3
chr7	105565120	105600875	-	ENSG00000185055.11	ENSG00000185055.11	EFCAB10	HGNC:34531	OTTHUMG00000157397.3
chr7	105604772	105876599	-	ENSG00000146776.15	ENSG00000146776.15	ATXN7L1	HGNC:22210	OTTHUMG00000157521.3
chr7	105876796	106036432	+	ENSG00000128536.16	ENSG00000128536.16	CDHR3	HGNC:26308	OTTHUMG00000157520.3
chr7	106090505	106112589	-	ENSG00000008282.10	ENSG00000008282.10	SYPL1	HGNC:11507	OTTHUMG00000157587.2
chr7	106248298	106285966	-	ENSG00000105835.13	ENSG00000105835.13	NAMPT	HGNC:30092	OTTHUMG00000140388.5
chr7	106654360	106661158	-	ENSG00000253276.5	ENSG00000253276.5	CCDC71L	HGNC:26685	OTTHUMG00000164150.2
chr7	106865278	106908980	+	ENSG00000105851.11	ENSG00000105851.11	PIK3CG	HGNC:8978	OTTHUMG00000157641.4
chr7	107044705	107161811	+	ENSG00000005249.14	ENSG00000005249.14	PRKAR2B	HGNC:9392	OTTHUMG00000137418.2
chr7	107168961	107202522	+	ENSG00000105856.14	ENSG00000105856.14	HBP1	HGNC:23200	OTTHUMG00000157642.5
chr7	107201372	107564261	-	ENSG00000164597.15	ENSG00000164597.15	COG5	HGNC:14857	OTTHUMG00000023895.5
chr7	107470018	107475684	+	ENSG00000172209.6	ENSG00000172209.6	GPR22	HGNC:4477	OTTHUMG00000154902.3
chr7	107563484	107578523	+	ENSG00000105865.11	ENSG00000105865.11	DUS4L	HGNC:21517	OTTHUMG00000154763.5
chr7	107563971	107623317	+	ENSG00000288558.3	ENSG00000288558.3	DUS4L-BCAP29	HGNC:54422	OTTHUMG00000195970.2
chr7	107580246	107629170	+	ENSG00000075790.12	ENSG00000075790.12	BCAP29	HGNC:24131	OTTHUMG00000154770.15
chr7	107660828	107717809	+	ENSG00000091137.14	ENSG00000091137.14	SLC26A4	HGNC:8818	OTTHUMG00000154807.6
chr7	107743073	107761667	+	ENSG00000105879.13	ENSG00000105879.13	CBLL1	HGNC:21225	OTTHUMG00000154809.15
chr7	107765467	107803225	-	ENSG00000091138.13	ENSG00000091138.13	SLC26A3	HGNC:3018	OTTHUMG00000154812.3
chr7	107891162	107931730	+	ENSG00000091140.15	ENSG00000091140.15	DLD	HGNC:2898	OTTHUMG00000154813.4
chr7	107923799	108003213	-	ENSG00000091136.15	ENSG00000091136.15	LAMB1	HGNC:6486	OTTHUMG00000149966.4
chr7	108023548	108130361	-	ENSG00000091128.13	ENSG00000091128.13	LAMB4	HGNC:6491	OTTHUMG00000154874.7
chr7	108147623	108456717	-	ENSG00000091129.22	ENSG00000091129.22	NRCAM	HGNC:7994	OTTHUMG00000154973.12
chr7	108470417	108569666	-	ENSG00000135241.17	ENSG00000135241.17	PNPLA8	HGNC:28900	OTTHUMG00000154870.9
chr7	108554543	108569750	-	ENSG00000177683.14	ENSG00000177683.14	THAP5	HGNC:23188	OTTHUMG00000154951.3
chr7	108569867	108574850	+	ENSG00000128590.5	ENSG00000128590.5	DNAJB9	HGNC:6968	OTTHUMG00000154866.2
chr7	110662644	111562517	-	ENSG00000184903.10	ENSG00000184903.10	IMMP2L	HGNC:14598	OTTHUMG00000155023.9
chr7	111091006	111125454	+	ENSG00000173114.13	ENSG00000173114.13	LRRN3	HGNC:17200	OTTHUMG00000155039.4
chr7	111726110	112206407	-	ENSG00000128512.24	ENSG00000128512.24	DOCK4	HGNC:19192	OTTHUMG00000155077.9
chr7	112206695	112343934	+	ENSG00000198839.10	ENSG00000198839.10	ZNF277	HGNC:13070	OTTHUMG00000150209.5
chr7	112422887	112481017	+	ENSG00000006652.15	ENSG00000006652.15	IFRD1	HGNC:5456	OTTHUMG00000155124.8
chr7	112450460	112490941	+	ENSG00000288640.1	ENSG00000288640.1	ENSG00000288640	NA	NA
chr7	112450487	112450645	+	ENSG00000288634.1	ENSG00000288634.1	ENSG00000288634	NA	NA
chr7	112480853	112491062	+	ENSG00000181016.9	ENSG00000181016.9	LSMEM1	HGNC:22036	OTTHUMG00000155190.2
chr7	112762377	112790423	-	ENSG00000146802.13	ENSG00000146802.13	TMEM168	HGNC:25826	OTTHUMG00000155188.8
chr7	112819147	112939875	-	ENSG00000164603.12	ENSG00000164603.12	SAMTOR	HGNC:26475	OTTHUMG00000155233.2
chr7	113078331	113087778	-	ENSG00000164604.14	ENSG00000164604.14	GPR85	HGNC:4536	OTTHUMG00000156933.4
chr7	113116718	113118560	-	ENSG00000214194.9	ENSG00000214194.9	SMIM30	HGNC:48953	OTTHUMG00000154780.4
chr7	113876777	114075920	-	ENSG00000154415.8	ENSG00000154415.8	PPP1R3A	HGNC:9291	OTTHUMG00000156944.3
chr7	114086327	114693772	+	ENSG00000128573.28	ENSG00000128573.28	FOXP2	HGNC:13875	OTTHUMG00000023131.19
chr7	114922094	115019917	+	ENSG00000135272.13	ENSG00000135272.13	MDFIC	HGNC:28870	OTTHUMG00000023647.9
chr7	115935148	116159896	-	ENSG00000105967.16	ENSG00000105967.16	TFEC	HGNC:11754	OTTHUMG00000023518.7
chr7	116210506	116258783	+	ENSG00000135269.18	ENSG00000135269.18	TES	HGNC:14620	OTTHUMG00000023092.10
chr7	116287380	116508541	+	ENSG00000105971.15	ENSG00000105971.15	CAV2	HGNC:1528	OTTHUMG00000023414.12
chr7	116524994	116561179	+	ENSG00000105974.13	ENSG00000105974.13	CAV1	HGNC:1527	OTTHUMG00000023413.9
chr7	116672196	116798377	+	ENSG00000105976.16	ENSG00000105976.16	MET	HGNC:7029	OTTHUMG00000023299.10
chr7	116811070	116922049	+	ENSG00000198898.16	ENSG00000198898.16	CAPZA2	HGNC:1490	OTTHUMG00000023185.15
chr7	116953238	117230176	+	ENSG00000004866.22	ENSG00000004866.22	ST7	HGNC:11351	OTTHUMG00000023888.24
chr7	116954391	117119719	+	ENSG00000288635.1	ENSG00000288635.1	ENSG00000288635	NA	OTTHUMG00000023888.24
chr7	117275451	117323152	-	ENSG00000105989.10	ENSG00000105989.10	WNT2	HGNC:12780	OTTHUMG00000023428.8
chr7	117287120	117715971	+	ENSG00000001626.18	ENSG00000001626.18	CFTR	HGNC:1884	OTTHUMG00000023076.18
